rank	formulaRank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id
861	1	1	1	0.1883646650910328	-120.08878995657649	0.9999999999999999	96.21340965380705	C16H24O4	[M + H]+	FUPWOGMZEYIFOH	InChI=1S/C16H24O4/c1-10-7-13(18)16(3)11(9-17)5-4-6-12(16)15(10,2)8-14(19)20/h5,9-10,12-13,18H,4,6-8H2,1-3H3,(H,19,20)	18-oxo-aylthonic acid	CC1CC(C2(C(C1(C)CC(=O)O)CCC=C2C=O)C)O	2.20000005	16109819	COCONUT:(CNP0388699);Natural Products:(UNPD27764);PubChem:(16109819);SuperNatural:(SN00304911);PubMed	3178562	281.1749	323.996	579_6_Brassimet_Leaves_PAXs_19_Pos_4278
862	1	1	1	0.18770442003054613	-255.78860004616575	0.9999999999999999	91.60141502535461	C15H27NO9	[M + H]+	ZWJNARURCMXMTQ	InChI=1S/C15H27NO9/c1-6-8(19)4-9(20)14(23-6)25-13-11(16-7(2)18)15(22-3)24-10(5-17)12(13)21/h6,8-15,17,19-21H,4-5H2,1-3H3,(H,16,18)	beta-D-Tyv-(1->3)-beta-D-GalNAc-OMe	CC1C(CC(C(O1)OC2C(C(OC(C2O)CO)OC)NC(=O)C)O)O	-2.20000005	72715803;101206143	PubChem:(72715803 101206143);CHEBI:(77100)	34	366.1759	336.495	886_6_Brassimet_Leaves_PAXs_25_Pos_1450
863	1	1	1	0.18757167287975146	-52.19027814025205	0.015075376884422113	36.50536256290672	C33H40O21	[M + H]+	MBFNAZBJKVFNKZ	InChI=1S/C33H40O21/c34-7-15-19(39)23(43)26(46)31(50-15)48-12-5-13(38)18-14(6-12)49-28(10-1-3-11(37)4-2-10)29(22(18)42)53-33-30(25(45)21(41)17(9-36)52-33)54-32-27(47)24(44)20(40)16(8-35)51-32/h1-6,15-17,19-21,23-27,30-41,43-47H,7-9H2	Kaempferol 3-sophoroside-7-glucoside	C1=CC(=CC=C1C2=C(C(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)CO)O)O)O)O)OC5C(C(C(C(O5)CO)O)O)OC6C(C(C(C(O6)CO)O)O)O)O	-2.70000005	12960459;12960460;12960461;44183940;44258753;44258829;101743471;129539806;129539807;129539808;129539809;132533078;138392188	COCONUT:(CNP0239971 CNP0358331);HMDB:(37207);KNApSAcK:(5222);Natural Products:(UNPD43471 UNPD124255 UNPD29681 UNPD172189);PubChem:(12960459 12960460 12960461 44183940 44258753 44258829 101743471 129539806 129539807 129539808 129539809 132533078 138392188);SuperNatural:(SN00384469 SN00324986 SN00369116 SN00177544);PubChem class - bio and metabolites;Training Set	19972122	773.2129	291.54	1400_6_Brassimet_Leaves_PAXs_34_Pos_735
864	1	1	1	0.18665994568571398	-66.80450317044725	0.9999999999999999	158.95660293939235	C13H20O2	[M + H]+	HFRZSVYKDDZRQY	InChI=1S/C13H20O2/c1-9-7-11(15)8-13(3,4)12(9)6-5-10(2)14/h5-6,11,15H,7-8H2,1-4H3	Apo-9-zeaxanthinone	CC1=C(C(CC(C1)O)(C)C)C=CC(=O)C	1.60000002	538953;5363700;10846059;11127505;70520552;90902414	HMDB:(36821);SuperNatural:(SN00247820);ZINC bio:(ZINC14487641 ZINC14487643);Plantcyc:(CPD-7200 GLYCO-CT-METHYL);COCONUT:(CNP0199089);KNApSAcK:(22191);Natural Products:(UNPD104518 UNPD136136);PubChem:(538953 5363700 10846059 11127505 70520552 90902414);YMDB Mine;CHEBI:(53173);PubChem class - bio and metabolites;Biocyc:(CPD-7200);KEGG Mine	42969770042	209.1516	240.917	248_6_Brassimet_Leaves_PAXs_13_Pos_1020
865	2	1	3	0.18661733163888428	-68.08322744514717	0.0	136.9861523186524	C16H24	[M + Na]+	QLLSXMKDBKMBDT	InChI=1S/C16H24/c1-11(2)14-7-9-16(5)8-6-12(3)13(4)15(16)10-14/h14H,1,3,6-10H2,2,4-5H3	null	CC1=C2CC(CCC2(CCC1=C)C)C(=C)C	4.89945173	""	COCONUT:(CNP0422673);SuperNatural:(SN00161544)	3145728	239.1794	983.17	659_6_Brassimet_Leaves_PAXs_20_Pos_4327
866	4	1	1	0.18616017294509452	-266.16591199289036	0.09447236180904525	63.20662391206211	C14H14N2O5S2	[M + H]+	HTBAVMIGXROYPQ	InChI=1S/C14H14N2O5S2/c17-5-7-6-23-13-10(12(19)16(13)11(7)14(20)21)15-9(18)4-8-2-1-3-22-8/h1-3,10,13,17H,4-6H2,(H,15,18)(H,20,21)	Desacetylcephalothin	C1C(=C(N2C(S1)C(C2=O)NC(=O)CC3=CC=CS3)C(=O)O)CO	0.0894551203	93015;12767986;21677501;22827026;53894902;53894903;69963575;70502170	NORMAN:(NS00047407);MeSH:(93015);PubChem:(93015 12767986 21677501 22827026 53894902 53894903 69963575 70502170);PubMed;KEGG Mine	8590196806	355.0428	138.511	2129_6_Brassimet_Leaves_PAXs_48_Pos_2744
867	1	1	1	0.1858513999792582	-12.769398819854603	0.9999999999999999	37.07176277602134	C33H40O20	[M + H]+	SCEPATPTKMFDSR	InChI=1S/C33H40O20/c1-10-19(37)23(41)26(44)31(48-10)47-9-17-21(39)25(43)28(46)33(52-17)53-30-22(40)18-14(36)6-13(49-32-27(45)24(42)20(38)16(8-34)51-32)7-15(18)50-29(30)11-2-4-12(35)5-3-11/h2-7,10,16-17,19-21,23-28,31-39,41-46H,8-9H2,1H3	Kaempferol 3-rutinoside-7-glucoside	CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=C(OC4=CC(=CC(=C4C3=O)O)OC5C(C(C(C(O5)CO)O)O)O)C6=CC=C(C=C6)O)O)O)O)O)O)O	-2.70000005	13942396;21676298;44258756;44258838;44258839	COCONUT:(CNP0312461);HMDB:(40543);KNApSAcK:(5225);Natural Products:(UNPD167431 UNPD86239 UNPD87434 UNPD196050);PubChem:(13942396 21676298 44258756 44258838 44258839);SuperNatural:(SN00354813 SN00324189 SN00363380);PubChem class - bio and metabolites;KEGG Mine	8609890330	757.2186	230.722	1513_6_Brassimet_Leaves_PAXs_36_Pos_1042
868	1	1	1	0.1858323269650668	-136.37013456377042	0.9999999999999999	87.94971316010125	C12H20O3	[M + H]+	HBWSRVTVYLQCPC	InChI=1S/C12H20O3/c1-10(2)8-4-5-11(10,3)12(15,6-8)7-9(13)14/h8,15H,4-7H2,1-3H3,(H,13,14)	Oprea1_291519	CC1(C2CCC1(C(C2)(CC(=O)O)O)C)C	2.4000001	1427564;1427565;3439779;3439780;7077634;7077635;6346052;6557571;18778152;16396640;16396641;23309551;23309552;23960685;40630705;40630706;98087139;98087140	COCONUT:(CNP0366145);PubChem:(1427564 1427565 3439779 3439780 7077634 7077635 6346052 6557571 18778152 16396640 16396641 23309551 23309552 23960685 40630705 40630706 98087139 98087140);SuperNatural:(SN00101596 SN00101597);ZINC bio:(ZINC38549952 ZINC38549954);KEGG Mine	8593088514	213.1484	679.118	1606_6_Brassimet_Leaves_PAXs_38_Pos_1895
869	1	1	1	0.1852522110168945	-546.6861558979176	0.0	43.71994045548356	C18H18N6O10	[M + H]+	XFVSVNWYIWINEC	InChI=1S/C18H18N6O10/c25-18(26)15(20-14-7-5-12(22(29)30)10-17(14)24(33)34)3-1-2-8-19-13-6-4-11(21(27)28)9-16(13)23(31)32/h4-7,9-10,15,19-20H,1-3,8H2,(H,25,26)	Bis(dinitrophenyl)lysine	C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])NCCCCC(C(=O)O)NC2=C(C=C(C=C2)[N+](=O)[O-])[N+](=O)[O-]	4.69999981	96818;259602;97064003	PubChem:(96818 259602 97064003);additional;MeSH:(96818);PubChem class - safety and toxic;Training Set;PubMed	67649606	479.1184	255.642	667_6_Brassimet_Leaves_PAXs_20_Pos_4335
870	1	1	2	0.18510082947956447	-123.30348656612087	0.28944723618090457	97.35367973736028	C17H22O9	[M + H]+	SKZYZICLYDNXFI	InChI=1S/C17H22O9/c1-23-11-7-9(4-6-13(19)24-2)3-5-10(11)25-17-16(22)15(21)14(20)12(8-18)26-17/h3-7,12,14-18,20-22H,8H2,1-2H3	null	COC1=C(C=CC(=C1)C=CC(=O)OC)OC2C(C(C(C(O2)CO)O)O)O	0.00550253224	101842686	COCONUT:(CNP0119780);Natural Products:(UNPD47489 UNPD224228);PubChem:(101842686);SuperNatural:(SN00304003)	3178498	371.1311	335.4	1746_6_Brassimet_Leaves_PAXs_40_Pos_2123
871	1	1	1	0.18480795982691361	-89.71032537758383	0.9999999999999999	145.93982932848064	C14H20O5	[M + H]+	DYWKRIWLCNEWRY	InChI=1S/C14H20O5/c1-3-4-5-11(18-10(2)15)6-8-13-12(16)7-9-14(17)19-13/h6-9,11-13,16H,3-5H2,1-2H3	Pectinolide C	CCCCC(C=CC1C(C=CC(=O)O1)O)OC(=O)C	1.60000002	10038670	COCONUT:(CNP0303999);KNApSAcK:(36191);Natural Products:(UNPD60636);PubChem:(10038670);SuperNatural:(SN00225307);PubMed	3178578	269.1381	335.536	2034_6_Brassimet_Leaves_PAXs_46_Pos_2527
872	6	1	2	0.18468119689486312	-130.39447266038394	0.7864321608040202	108.40942869441787	C17H33NO10	[M + H]+	CAEDWHXKVRBMQP	InChI=1S/C17H33NO10/c1-8-10(20)12(22)13(23)17(26-8)28-15-11(21)9(7-19)27-16(14(15)24)25-6-4-2-3-5-18/h8-17,19-24H,2-7,18H2,1H3	null	CC1C(C(C(C(O1)OC2C(C(OC(C2O)OCCCCCN)CO)O)O)O)O	-3.0	71816584	PubChem:(71816584);CHEBI:(131885)	34	412.2179	281.078	1210_6_Brassimet_Leaves_PAXs_30_Pos_5801
873	1	1	1	0.1846474453915779	-336.8276699500501	0.9984924623115577	77.60997535350656	C22H24N2O9	[M + H]+	OWFJMIVZYSDULZ	InChI=1S/C22H24N2O9/c1-21(32)7-5-4-6-8(25)9(7)15(26)10-12(21)17(28)13-14(24(2)3)16(27)11(20(23)31)19(30)22(13,33)18(10)29/h4-6,12-14,17,25-26,28,30,32-33H,1-3H3,(H2,23,31)	Adamycin	CC1(C2C(C3C(C(=O)C(=C(C3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O	-1.96336341	54675779;54678402;54678403;54682550;54686003;54692920;54693027;54693885;54693886;54693887;54693888;54693889;54693890;54693891;54693892;54694694;54705189;54706016;54710625;54712927;54713169;54723757;54726496;54729258;54732973;54736989;54737548;54738096;54741844;60002815;57774142;57774152;59653981;71751424;71772140;70994370;76973486;92222310;92336256;92336257;98550078;97049570;99722565;98386030;99866195;102062554;100824914;118855439;121596244;124540964;124604717;122362413;124918594;124929504;124929505;124929506;124929507;124288856;124288857;124352392;124352393;126757796;126969200;129010396;129134565;129558558;129627113;129651128;133269681;131707034;133686961;133689332;137226072;135391176;137244778;138751517;137704576	HMDB:(14733);PubChem class - food;SuperNatural:(SN00024311);additional;HSDB:(79-57-2);MeSH:(54675779 54678403 121596244);PubMed;NORMAN:(NS00000674 NS00015111 NS00000179 NS00008469);COCONUT:(CNP0037324 CNP0129274 CNP0145232 CNP0262856);Natural Products:(UNPD152377);PubChem:(54675779 54678402 54678403 54682550 54686003 54692920 54693027 54693885 54693886 54693887 54693888 54693889 54693890 54693891 54693892 54694694 54705189 54706016 54710625 54712927 54713169 54723757 54726496 54729258 54732973 54736989 54737548 54738096 54741844 60002815 57774142 57774152 59653981 71751424 71772140 70994370 76973486 92222310 92336256 92336257 98550078 97049570 99722565 98386030 99866195 102062554 100824914 118855439 121596244 124540964 124604717 122362413 124918594 124929504 124929505 124929506 124929507 124288856 124288857 124352392 124352393 126757796 126969200 129010396 129134565 129558558 129627113 129651128 133269681 131707034 133686961 133689332 137226072 135391176 137244778 138751517 137704576);CHEBI:(133011 27701);PubChem class - bio and metabolites;EcoCyc Mine;KEGG:(C06624);PubChem class - safety and toxic;Training Set;PubChem class - drug	17435509614	461.1555	393.442	2081_6_Brassimet_Leaves_PAXs_47_Pos_2603
874	1	1	1	0.1845939613892862	-107.44403502379132	0.9999999999999999	149.4180372232509	C18H26O2	[M + H]+	CRDKSBHJIGNEOH	InChI=1S/C18H26O2/c1-18-9-8-14-13-5-3-12(19)10-11(13)2-4-15(14)16(18)6-7-17(18)20/h11,13-16H,2-10H2,1H3	Estrane-3,17-dione	CC12CCC3C(C1CCC2=O)CCC4C3CCC(=O)C4	3.58982968	151274;5288172;14754309;16679838;21158798;53735894;76322260;89508252;101710462;125129677	COCONUT:(CNP0020742);PubChem:(151274 5288172 14754309 16679838 21158798 53735894 76322260 89508252 101710462 125129677);PubChem class - bio and metabolites;MeSH:(151274 5288172);PubMed;KEGG Mine	8608809030	275.2006	491.402	143_6_Brassimet_Leaves_PAXs_11_Pos_3634
875	1	1	1	0.1845561763506971	-85.6244357119321	0.9999999999999999	36.00952100437048	C8H6O2	[M + H]+	ZWLUXSQADUDCSB	InChI=1S/C8H6O2/c9-5-7-3-1-2-4-8(7)6-10/h1-6H	Disopa (TN)	C1=CC=C(C(=C1)C=O)C=O	1.30578566	4807;101589081;131667963	NORMAN:(NS00005771);COCONUT:(CNP0152858);PubChem:(4807 101589081 131667963);SuperNatural:(SN00120114);CHEBI:(70851);ZINC bio:(ZINC01729594);PubChem class - bio and metabolites;MeSH:(4807);PubChem class - safety and toxic;PubMed;Biocyc:(CPD-15790)	87304294	135.0439	243.656	521_6_Brassimet_Leaves_PAXs_18_Pos_1385
876	1	1	1	0.18424797664539813	-164.69971074461915	0.9999999999999999	45.96593969673024	C16H23NO11	[M + H]+	WYQQCVOSGHYFEP	InChI=1S/C16H23NO11/c1-7(18)24-6-12(25-8(2)19)13(26-9(3)20)14(27-10(4)21)15(16(17)23)28-11(5)22/h12-15H,6H2,1-5H3,(H2,17,23)	Maybridge1_004118	CC(=O)OCC(C(C(C(C(=O)N)OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C	-1.10000002	2817261;3750908;6710810	COCONUT:(CNP0135248);PubChem:(2817261 3750908 6710810);SuperNatural:(SN00128698);ZINC bio:(ZINC04204370)	3153922	406.1343	173.419	1258_6_Brassimet_Leaves_PAXs_31_Pos_1524
877	4	1	2	0.18410642107901207	-172.56694017091132	0.022613065326633167	113.66434151178608	C16H29N5O5	[M + Na]+	IUYNURKABKZJLU	InChI=1S/C16H29N5O5/c1-9(2)7-12(21-15(25)11(4)19-13(23)8-17)16(26)20-10(3)14(24)18-5-6-22/h6,9-12H,5,7-8,17H2,1-4H3,(H,18,24)(H,19,23)(H,20,26)(H,21,25)	null	CC(C)CC(C(=O)NC(C)C(=O)NCC=O)NC(=O)C(C)NC(=O)CN	-1.29999995	16122618	PubChem:(16122618);PubChem class - bio and metabolites	16777218	394.2068	335.536	931_6_Brassimet_Leaves_PAXs_25_Pos_4990
878	1	1	2	0.18410378184314535	-315.9533490916476	0.9904522613065327	43.384398605884805	C22H35NO9	[M + H]+	RWSVCNGLTCIUJD	InChI=1S/C22H35NO9/c1-13(31-14(2)24)22(29,21(5,6)28)19(26)30-12-15-7-9-23-10-8-16(18(15)23)32-17(25)11-20(3,4)27/h7,13,16,18,27-29H,8-12H2,1-6H3	null	CC(C(C(=O)OCC1=CCN2C1C(CC2)OC(=O)CC(C)(C)O)(C(C)(C)O)O)OC(=O)C	-0.800000012	101674027	COCONUT:(CNP0219004);Natural Products:(UNPD37501);PubChem:(101674027);SuperNatural:(SN00339179)	3178498	458.2383	821.546	1630_6_Brassimet_Leaves_PAXs_39_Pos_1960
879	1	1	1	0.183934000614778	-223.33052806965478	0.9999999999999999	73.34537591108548	C16H18N2O4	[M + H]+	NSVLNHNMSLWBFO	InChI=1S/C16H18N2O4/c1-9(19)13-14(10-3-7-12(21-2)8-4-10)18-22-15(13)16(20)17-11-5-6-11/h3-4,7-9,11,19H,5-6H2,1-2H3,(H,17,20)	null	CC(C1=C(ON=C1C2=CC=C(C=C2)OC)C(=O)NC3CC3)O	1.70000005	100629479	PubChem:(100629479);COCONUT:(CNP0007954)	2097154	303.1332	367.867	1923_6_Brassimet_Leaves_PAXs_44_Pos_2418
880	1	1	1	0.18387923440461487	-198.53129837387198	0.0	98.15768561937882	C14H16N2O10	[M + K]+	AEQRDOBTXXKIFW	InChI=1S/C14H16N2O10/c1-9(17)23-3-5-25-13-8-14(26-6-4-24-10(2)18)12(16(21)22)7-11(13)15(19)20/h7-8H,3-6H2,1-2H3	2-[5-(2-acetyloxyethoxy)-2,4-dinitrophenoxy]ethyl acetate	CC(=O)OCCOC1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])OCCOC(=O)C	1.29999995	2748936	COCONUT:(CNP0114489);PubChem:(2748936);SuperNatural:(SN00129353);ZINC bio:(ZINC04265546)	3153922	411.0446	45.172	2383_6_Brassimet_Leaves_PAXs_52_Pos_3307
881	8	1	1	0.18355610786007068	-556.0736607057224	0.01206030150753769	84.73980773063845	C30H33N3O11	[M + H]+	YIDBMTQQOFOFAL	InChI=1S/C30H33N3O11/c1-12-21(34)23(36)25(38)29(42-12)41-11-19-22(35)24(37)26(39)30(44-19)43-13-6-7-18-16(10-13)14-8-9-33-27(20(14)31-18)32-17-5-3-2-4-15(17)28(33)40/h2-7,10,12,19,21-26,29-31,34-39H,8-9,11H2,1H3	null	CC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3=CC4=C(C=C3)NC5=C4CCN6C5=NC7=CC=CC=C7C6=O)O)O)O)O)O)O	0.243662894	""	COCONUT:(CNP0213563);Natural Products:(UNPD223995)	2129920	612.2193	433.935	709_6_Brassimet_Leaves_PAXs_21_Pos_4399
882	2	1	1	0.18351418624469243	-124.50884618164487	0.9999999999999999	109.76301735512813	C16H24O2	[M + H]+	UWTVDTALXKUTPC	InChI=1S/C16H24O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16(17)18/h2-9,12-13H2,1H3,(H,17,18)	hexadeca-2,6-diynoic acid	CCCCCCCCCC#CCCC#CC(=O)O	6.0	16076147	MeSH:(16076147);PubChem:(16076147);PubMed	70	249.185	951.635	1990_6_Brassimet_Leaves_PAXs_45_Pos_2480
883	1	1	1	0.18346747284750578	-63.25075447376037	0.9999999999999999	96.767284008114	C18H28O3	[M + H]+	ACHDMUPTZYZIGR	InChI=1S/C18H28O3/c1-2-3-4-5-6-8-11-14-17(19)15-12-9-7-10-13-16-18(20)21/h3-4,6,8,11,14H,2,5,7,9-10,12-13,15-16H2,1H3,(H,20,21)	9-Oxo-10,12,15-odta	CCC=CCC=CC=CC(=O)CCCCCCCC(=O)O	4.5999999	3017510;6365597;11380794	COCONUT:(CNP0256961);Natural Products:(UNPD131773);PubChem:(3017510 6365597 11380794);CHEBI:(142251);additional;MeSH:(6365597);Training Set;PubMed;KEGG Mine	8592605286	293.211	639.369	2144_6_Brassimet_Leaves_PAXs_48_Pos_2762
884	3	1	3	0.18320108610743166	-327.82399109721104	0.02361809045226131	50.54100391074292	C12H19N4O10P	[M + H]+	HRUPRMKJTCNTTL	InChI=1S/C12H19N4O10P/c13-5(10(14)20)3-24-27(22,23)25-4-6-8(18)9(19)11(26-6)16-2-1-7(17)15-12(16)21/h1-2,5-6,8-9,11,18-19H,3-4,13H2,(H2,14,20)(H,22,23)(H,15,17,21)	null	C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OCC(C(=O)N)N)O)O	-4.67226219	137552061	PubChem:(137552061);PubChem class - bio and metabolites	16777218	411.0896	188.197	1250_6_Brassimet_Leaves_PAXs_31_Pos_5982
885	1	1	1	0.18309150467577565	-245.5743077621738	0.7879396984924623	45.48104730890876	C12H17NO5S	[M + H]+	XCNVFDDRUPMRPU	InChI=1S/C12H17NO5S/c13-6-1-3-7(4-2-6)19-12-11(17)10(16)9(15)8(5-14)18-12/h1-4,8-12,14-17H,5,13H2	APTG-Agarose	C1=CC(=CC=C1N)SC2C(C(C(C(O2)CO)O)O)O	-0.400000006	4188038;7408088;14389434;22800988;26470901;24801902;44140944;44140945;44140946;44170757;46780346;51066629;54462447;54462448;66509219;93958882;93981411;93981412;96890166;124545002;124428638;126968575;131676745	COCONUT:(CNP0347238);Training Set;PubChem:(4188038 7408088 14389434 22800988 26470901 24801902 44140944 44140945 44140946 44170757 46780346 51066629 54462447 54462448 66509219 93958882 93981411 93981412 96890166 124545002 124428638 126968575 131676745);ZINC bio:(ZINC02384668 ZINC04513768 ZINC04513770 ZINC04513773 ZINC13520415 ZINC13520419 ZINC13520422);additional	2646018	288.0901	192.22	2391_6_Brassimet_Leaves_PAXs_52_Pos_3316
886	1	1	1	0.18306381981313816	-95.36695130310973	0.9999999999999999	42.56260130432707	C10H10N2	[M + H]+	TVZPXEZTWRAIID	InChI=1S/C10H10N2/c1-7-3-2-4-8-9(11)5-6-12-10(7)8/h2-6H,1H3,(H2,11,12)	8-methyl-4-quinolylamine	CC1=C2C(=CC=C1)C(=CC=N2)N	1.89999998	16767370;20493643	COCONUT:(CNP0072689);PubChem:(16767370 20493643);SuperNatural:(SN00017942);ZINC bio:(ZINC12462993);PubChem class - bio and metabolites;PubChem class - safety and toxic	87040002	159.0914	151.96	827_6_Brassimet_Leaves_PAXs_23_Pos_4717
887	2	1	2	0.18304534079363108	-335.2915136633206	0.07889447236180905	43.46875482063089	C21H23N5O6	[M + H]+	HLRFZLMHBVENKK	InChI=1S/C21H23N5O6/c22-21-25-17-14(19(30)26-21)9-12(10-23-17)2-1-11-3-5-13(6-4-11)18(29)24-15(20(31)32)7-8-16(27)28/h3-6,10,15H,1-2,7-9H2,(H,24,29)(H,27,28)(H,31,32)(H4,22,23,25,26,30)	(2S)-2-[[4-[2-(2-amino-4-oxo-5,8-dihydro-1H-pyrido[2,3-d]pyrimidin-6-yl)ethyl]benzoyl]amino]pentanedioic acid	C1C(=CNC2=C1C(=O)NC(=N2)N)CCC3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O	-0.100000001	135566218	PubChem:(135566218);PubChem class - bio and metabolites	16777218	442.1708	217.073	1006_6_Brassimet_Leaves_PAXs_27_Pos_5206
888	1	1	1	0.18283411405609531	-40.702834064027385	0.9999999999999999	169.07734492765465	C18H28O2	[M + H]+	IJTNSXPMYKJZPR	InChI=1S/C18H28O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h3-10H,2,11-17H2,1H3,(H,19,20)	Parinaric acid	CCC=CC=CC=CC=CCCCCCCCC(=O)O	5.46570683	107981;5282838;5312509;5320416;5460991;5460993;5460995;12313969;9970695;10378843;35025837;88113245;87119813;101625845;118433567	SuperNatural:(SN00226753 SN00370177 SN00160559);additional;MeSH:(107981 5282838 5460995);PubMed;NORMAN:(NS00010558);COCONUT:(CNP0043971 CNP0076398 CNP0308184);Natural Products:(UNPD65715 UNPD84103 UNPD88186);PubChem:(107981 5282838 5312509 5320416 5460991 5460993 5460995 12313969 9970695 10378843 35025837 88113245 87119813 101625845 118433567);CHEBI:(32408 32416 32410 32409 32414);PubChem class - safety and toxic;Training Set;PubChem class - drug;Biocyc:(CPD-17408);KEGG Mine	8694581350	277.2159	1127.812	2054_6_Brassimet_Leaves_PAXs_47_Pos_2558
889	1	1	1	0.1827984177527444	-129.09573344263418	0.3035175879396985	43.43914750106371	C27H26O17	[M - H]-	SJFTVAAHLRFBST	InChI=1S/C27H26O17/c28-9-3-1-8(2-4-9)13-7-12(30)15-11(29)5-10(6-14(15)41-13)40-27-23(19(34)18(33)22(43-27)25(38)39)44-26-20(35)16(31)17(32)21(42-26)24(36)37/h1-7,16-23,26-29,31-35H,(H,36,37)(H,38,39)	Clerodendrin	C1=CC(=CC=C1C2=CC(=O)C3=C(C=C(C=C3O2)OC4C(C(C(C(O4)C(=O)O)O)O)OC5C(C(C(C(O5)C(=O)O)O)O)O)O)O	-0.200000003	5488004;44257815;74977517;85470496;102152393;126500487;126726544;126726546;126843388	COCONUT:(CNP0192149);KNApSAcK:(35270);Natural Products:(UNPD71954 UNPD192086);PubChem:(5488004 44257815 74977517 85470496 102152393 126500487 126726544 126726546 126843388);SuperNatural:(SN00246172 SN00302870);MeSH:(5488004);Training Set;PubMed	3194966	621.1102	249.765	86_6_Brassimet_Leaves_PAXs_1_Neg_241
890	1	1	1	0.18240502706211972	-29.853089576676307	0.9999999999999999	75.07827788364168	C11H9NO2	[M + H]+	PLVPPLCLBIEYEA	InChI=1S/C11H9NO2/c13-11(14)6-5-8-7-12-10-4-2-1-3-9(8)10/h1-7,12H,(H,13,14)	Indol-acrylate	C1=CC=C2C(=C1)C(=CN2)C=CC(=O)O	1.84498549	14558;5355219;5375048;6931339;42586278;74824685	ZINC bio:(ZINC00155654 ZINC12416424);additional;MeSH:(5355219 5375048);Plantcyc:(CPD-11578);PubMed;NORMAN:(NS00014852);COCONUT:(CNP0326277);KNApSAcK:(111);Natural Products:(UNPD89252);PubChem:(14558 5355219 5375048 6931339 42586278 74824685);YMDB Mine;CHEBI:(131929 132244);PubChem class - bio and metabolites;EcoCyc Mine;KEGG:(C21283);PubChem class - safety and toxic;Training Set;Biocyc:(CPD-11578);KEGG Mine	60216502646	188.0705	151.866	132_6_Brassimet_Leaves_PAXs_10_Pos_362
891	1	1	1	0.18222457814577223	-196.01233312963663	0.9999999999999999	57.2014902171453	C14H23N3O6	[M + H]+	WMRULULWXGOKDR	InChI=1S/C14H23N3O6/c1-8(2)6-10(14(21)22)17-13(20)9(15)7-16-11(18)4-5-12(19)23-3/h4-5,8-10H,6-7,15H2,1-3H3,(H,16,18)(H,17,20)(H,21,22)	3-{[(2E)-4-methoxy-4-oxobut-2-enoyl]amino}alanyl-L-leucine	CC(C)CC(C(=O)O)NC(=O)C(CNC(=O)C=CC(=O)OC)N	-0.877212405	6475746;13875610;13875612;44292534;101945172;102515068	PubChem:(6475746 13875610 13875612 44292534 101945172 102515068);PubMed;CHEBI:(74323);Biocyc:(CPD0-1906)	2146	330.1644	92.793	1217_6_Brassimet_Leaves_PAXs_30_Pos_584
892	3	1	2	0.18182146574235736	-308.030854527011	0.1050251256281407	113.16215520139168	C19H20N4O3	[M + H]+	MXOPDKFSPVHGEU	InChI=1S/C19H20N4O3/c24-17(21-12-15-7-4-10-20-11-15)9-8-16-18(25)23(19(26)22-16)13-14-5-2-1-3-6-14/h1-7,10-11,16H,8-9,12-13H2,(H,21,24)(H,22,26)	3-[(4S)-1-benzyl-2,5-dioxoimidazolidin-4-yl]-N-(pyridin-3-ylmethyl)propanamide	C1=CC=C(C=C1)CN2C(=O)C(NC2=O)CCC(=O)NCC3=CN=CC=C3	0.699999988	16408652	COCONUT:(CNP0393116);PubChem:(16408652);SuperNatural:(SN00079266);ZINC bio:(ZINC08765515)	3153922	353.1666	257.102	1335_6_Brassimet_Leaves_PAXs_33_Pos_632
893	2	1	3	0.1817120319784263	-152.89615404265834	0.17537688442211052	50.19620571294932	C12H20N2O3S2	[M + H]+	LHULZANLATXLRF	InChI=1S/C12H20N2O3S2/c1-3-5-18-7-9(13)11(15)14-10(12(16)17)8-19-6-4-2/h3-4,9-10H,1-2,5-8,13H2,(H,14,15)(H,16,17)	null	C=CCSCC(C(=O)NC(CSCC=C)C(=O)O)N	0.137624159	""	COCONUT:(CNP0124160);Natural Products:(UNPD221897)	2129920	305.1	127.666	1812_6_Brassimet_Leaves_PAXs_42_Pos_1103
