rank	formulaRank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id
547	1	1	1	0.09595705821126689	-344.56464809030103	0.23417085427135678	34.09732468066585	C13H18N4O3S2	[M + H]+	NBKDQESIWDNDOT	InChI=1S/C13H18N4O3S2/c14-22(19,20)12-17-16-11(21-12)15-10(18)13-4-7-1-8(5-13)3-9(2-7)6-13/h7-9H,1-6H2,(H2,14,19,20)(H,15,16,18)	Investigational agent, 4	C1C2CC3CC1CC(C2)(C3)C(=O)NC4=NN=C(S4)S(=O)(=O)N	1.92057753	394897	PubChem:(394897);PubMed;PubChem class - bio and metabolites	16777282	343.0883	83.017	137_1_Brassimet_Roots_Neg-POS_PAXs_10_p1155
548	2	1	1	0.09515510874306621	-106.28072790609802	0.9999999999999999	123.48279541397633	C16H26O2	[M + Na]+	VQJBKPGRSJADAG	InChI=1S/C16H26O2/c1-12(2)7-6-8-13(3)9-16(10-14(4)17)11-15(5)18/h7,9,16H,6,8,10-11H2,1-5H3	4-(2,6-Dimethylhepta-1,5-dienyl)heptane-2,6-dione	CC(=CCCC(=CC(CC(=O)C)CC(=O)C)C)C	3.0999999	3020201;6366010	PubChem:(3020201 6366010);NORMAN:(NS00059677)	262146	273.1849	766.132	482_1_Brassimet_Roots_Neg-POS_PAXs_17_p1720
549	1	1	1	0.09425859510007699	-92.34813089714356	0.0	27.155835258828976	C21H32O15	[M + K]+	DFUQNDUDUGIDCQ	InChI=1S/C21H32O15/c1-8(22)30-7-13-17(32-9(2)23)18(33-10(3)24)19(34-11(4)25)21(36-13)31-6-12-14(26)15(27)16(28)20(29-5)35-12/h12-21,26-28H,6-7H2,1-5H3	null	CC(=O)OCC1C(C(C(C(O1)OCC2C(C(C(C(O2)OC)O)O)O)OC(=O)C)OC(=O)C)OC(=O)C	-2.5	10896665;100962637;101922577;102447138	COCONUT:(CNP0333124);Natural Products:(UNPD185152);PubChem:(10896665 100962637 101922577 102447138)	2129922	563.1365	189.501	803_1_Brassimet_Roots_Neg-POS_PAXs_23_p1856
550	1	1	1	0.09404636353396759	-520.7016098584957	0.0	21.060638709784453	C16H19NO7S	[M + H]+	OAZAJOMBGGJIBB	InChI=1S/C16H19NO7S/c1-9-6-12(19)15-14(24-9)7-13(23-3)11(16(15)20)8-25(21,22)5-4-17-10(2)18/h6-7,20H,4-5,8H2,1-3H3,(H,17,18)	N-[2-[(5-hydroxy-7-methoxy-2-methyl-4-oxochromen-6-yl)methylsulfonyl]ethyl]acetamide	CC1=CC(=O)C2=C(C(=C(C=C2O1)OC)CS(=O)(=O)CCNC(=O)C)O	0.600000024	11726571	COCONUT:(CNP0290560);KNApSAcK:(31667);Natural Products:(UNPD189758);PubChem:(11726571);SuperNatural:(SN00246672)	3178514	370.0956	286.668	1118_1_Brassimet_Roots_Neg-POS_PAXs_8_p1837
551	1	1	1	0.09348936548931763	-309.3151366916879	0.9984924623115577	53.91749916879334	C16H22N4O6	[M + H]+	CUOBPIPSCGUXDA	InChI=1S/C16H22N4O6/c1-4-7-17-14(21)9-18-15(22)10-26-16(23)12-8-11(20(24)25)5-6-13(12)19(2)3/h5-6,8H,4,7,9-10H2,1-3H3,(H,17,21)(H,18,22)	[2-oxo-2-[[2-oxo-2-(propylamino)ethyl]amino]ethyl] 2-(dimethylamino)-5-nitrobenzoate	CCCNC(=O)CNC(=O)COC(=O)C1=C(C=CC(=C1)[N+](=O)[O-])N(C)C	1.29999995	8225338	PubChem:(8225338);COCONUT:(CNP0345577)	2097154	367.1659	468.932	346_1_Brassimet_Roots_Neg-POS_PAXs_14_p1582
552	1	1	1	0.09342405279761097	-269.57865419434404	0.9758793969849248	41.41570337732317	C20H19N3O2S	[M + H]+	UHLSOHRAJDHHDV	InChI=1S/C20H19N3O2S/c1-22-17(19(24)21-9-7-13-8-10-26-12-13)11-15-18(22)14-5-3-4-6-16(14)23(2)20(15)25/h3-6,8,10-12H,7,9H2,1-2H3,(H,21,24)	regid7965709	CN1C2=CC=CC=C2C3=C(C1=O)C=C(N3C)C(=O)NCCC4=CSC=C4	2.70000005	5307782	PubChem:(5307782);PubMed;CHEBI:(109219)	98	366.1272	610.049	406_1_Brassimet_Roots_Neg-POS_PAXs_16_p1849
553	2	1	3	0.09195314748959389	-267.51892795053	0.35678391959798994	14.804483537097148	C19H15N3O2S	[M - H]-	KZPZZQSFVVFUQR	InChI=1S/C19H15N3O2S/c1-13-6-8-14(9-7-13)12-24-18-21-16-5-3-2-4-15(16)17(23)22(18)19-20-10-11-25-19/h2-11H,12H2,1H3	2-((4-Methylphenyl)methoxy)-3-(2-thiazolyl)-4(3H)-quinazolinone	CC1=CC=C(C=C1)COC2=NC3=CC=CC=C3C(=O)N2C4=NC=CS4	4.0999999	63297	PubChem:(63297);PubChem class - safety and toxic	67108866	348.0786	428.057	837_1_Brassimet_Roots_Neg-POS_PAXs_3_n331
554	1	1	1	0.09182128721270023	-45.040566398024694	0.9999999999999999	44.73696119919801	C43H84NO7P	[M + H]+	OSDKOUUHCQCQEG	InChI=1S/C43H84NO7P/c1-3-5-7-9-11-13-15-17-19-20-21-22-23-24-26-28-30-32-34-36-43(45)51-42(41-50-52(46,47)49-39-37-44)40-48-38-35-33-31-29-27-25-18-16-14-12-10-8-6-4-2/h17,19,35,38,42H,3-16,18,20-34,36-37,39-41,44H2,1-2H3,(H,46,47)	1-(1-enyl-palmitoyl)-2-erucoyl-sn-glycero-3-phosphoethanolamine	CCCCCCCCCCCCCCC=COCC(COP(=O)(O)OCCN)OC(=O)CCCCCCCCCCCC=CCCCCCCCC	13.1000004	53480848;134756249	COCONUT:(CNP0420385);HMDB:(11356);PubChem:(53480848 134756249);PubChem class - bio and metabolites	18874378	758.5988	1493.273	654_1_Brassimet_Roots_Neg-POS_PAXs_20_p675
555	2	1	1	0.09116244096332968	-191.59732198478667	0.2015075376884422	13.501335534851899	C9H20NO4P	[M - H]-	PYHFMEIRRPJIRC	InChI=1S/C9H20NO4P/c1-6(2)4-8(10)15(13,14)5-7(3)9(11)12/h6-8H,4-5,10H2,1-3H3,(H,11,12)(H,13,14)	(2r)-3-[(R)-[(1r)-1-Amino-3-Methylbutyl](Hydroxy)phosphoryl]-2-Methylpropanoic Acid	CC(C)CC(N)P(=O)(CC(C)C(=O)O)O	-2.4000001	46174183	PubChem:(46174183);PubChem class - bio and metabolites	16777218	236.1057	914.247	864_1_Brassimet_Roots_Neg-POS_PAXs_3_n195
556	1	1	1	0.09033576031944773	-82.33196844805668	0.9999999999999999	116.88584621752874	C15H20O3	[M + H]+	RYQABBMOWVCVPW	InChI=1S/C15H20O3/c1-9-5-4-6-15(3)13(18-15)8-11-10(2)14(16)17-12(11)7-9/h5,11-13H,2,4,6-8H2,1,3H3	null	CC1=CCCC2(C(O2)CC3C(C1)OC(=O)C3=C)C	2.29999995	13817977;13817976;13817979;13817981;60163816;101207901	COCONUT:(CNP0277013);HMDB:(31386);KNApSAcK:(12344);Natural Products:(UNPD33767 UNPD36296 UNPD95220 UNPD39526 UNPD22038 UNPD29549);PubChem:(13817977 13817976 13817979 13817981 60163816 101207901);SuperNatural:(SN00303675 SN00027346 SN00373733 SN00230971 SN00262351 SN00257440);ZINC bio:(ZINC28537334);PubChem class - bio and metabolites	19963930	249.1486	939.78	533_1_Brassimet_Roots_Neg-POS_PAXs_18_p830
557	1	1	2	N/A	-725.7480440219045	0.19045226130653267	23.113020674990963	C12H19N3O4S2	[M + K]+	BHUITQIJEMNIAS	InChI=1S/C12H19N3O4S2/c1-6(16)9(12(19)20)7-4-8(10(15-7)11(17)18)21-3-2-14-5-13/h5-7,9,15-16H,2-4H2,1H3,(H2,13,14)(H,17,18)(H,19,20)	null	CC(C(C1CC(=C(N1)C(=O)O)SCCN=CN)C(=O)S)O	-0.300000012	56973418;56973419	PubChem:(56973418 56973419);PubChem class - bio and metabolites	16777218	372.0465	782.031	486_1_Brassimet_Roots_Neg-POS_PAXs_17_p2575
558	4	1	2	0.08900552531203301	-281.7830979802062	0.21457286432160802	71.10218482844707	C14H15N3O6S	[M + K]+	DQVYSKZAILWHMC	InChI=1S/C14H15N3O6S/c1-22-13-7-11(12(17(18)19)8-14(13)23-2)16-24(20,21)10-5-3-9(15)4-6-10/h3-8,16H,15H2,1-2H3	Sulfanilamide, N(sup 1)-(4,5-dimethoxy-2-nitrophenyl)-	COC1=C(C=C(C(=C1)NS(=O)(=O)C2=CC=C(C=C2)N)[N+](=O)[O-])OC	1.9763149	3044228	PubChem:(3044228);PubChem class - safety and toxic	67108866	392.0339	113.993	672_1_Brassimet_Roots_Neg-POS_PAXs_20_p2616
559	2	1	1	0.08818048513032907	-631.9869188771021	0.01155778894472362	52.023246860118434	C24H20N2O7S	[M + H]+	NDFYAZPAEGLSRX	InChI=1S/C24H20N2O7S/c1-24(15-10-11-18(29)21(31)20(15)30)26(25-22(32)14-7-3-5-9-17(14)28)23(33)19(34-24)12-13-6-2-4-8-16(13)27/h2-12,27-31H,1H3,(H,25,32)	Benzamide, 2-hydroxy-N-(5-((2-hydroxyphenyl)methylene)-2-methyl-4-oxo-2-(2,3,4-trihydroxyphenyl)-3-thiazolidinyl)-	CC1(N(C(=O)C(=CC2=CC=CC=C2O)S1)NC(=O)C3=CC=CC=C3O)C4=C(C(=C(C=C4)O)O)O	4.0999999	6510040;6447739	PubChem:(6510040 6447739);PubChem class - safety and toxic	67108866	481.1059	63.632	1006_1_Brassimet_Roots_Neg-POS_PAXs_6_p760
560	1	1	1	0.0881285585177069	-206.15489555237983	0.9999999999999999	79.26973716378731	C8H14N2O2S	[M + H]+	JOHFGHFMCBDDPF	InChI=1S/C8H14N2O2S/c1-10-4-2-3-7(10)9-6(5-13)8(11)12/h6,13H,2-5H2,1H3,(H,11,12)	N-(1-Methyl-2-pyrrolidinylidene)-L-cysteine	CN1CCCC1=NC(CS)C(=O)O	0.0	3064589;13928689;98675990	PubChem:(3064589 13928689 98675990);PubChem class - safety and toxic	67108866	203.0825	64.963	1029_1_Brassimet_Roots_Neg-POS_PAXs_6_p2411
561	2	1	2	0.08798961044318182	-321.61416998111497	0.25829145728643216	20.188183159195322	C19H36N8O5	[M - H]-	USQWCMKFYQBOJV	InChI=1S/C19H36N8O5/c1-11(2)16(17(30)25-13(18(31)32)6-4-7-22-19(20)21)26-15(29)10-23-14(28)9-12-5-3-8-24-27-12/h11-13,16,24,27H,3-10H2,1-2H3,(H,23,28)(H,25,30)(H,26,29)(H,31,32)(H4,20,21,22)	L-Arginine, N-[(hexahydro-3-pyridazinyl)acetyl]glycyl-L-valyl-	CC(C)C(C(=O)NC(CCCN=C(N)N)C(=O)O)NC(=O)CNC(=O)CC1CCCNN1	-4.0999999	449467;71376808	PubChem:(449467 71376808);PubChem class - bio and metabolites	16777218	455.2767	437.32	842_1_Brassimet_Roots_Neg-POS_PAXs_3_n859
562	1	1	1	0.08797328499114397	-184.60030536149085	0.9999999999999999	59.92716860479881	C17H22O3	[M + H]+	QMPXQFADHDLNMF	InChI=1S/C17H22O3/c1-3-7-14(8-4-1)16-11-18-17(19-12-16,20-13-16)15-9-5-2-6-10-15/h1,3-4,7-8,15H,2,5-6,9-13H2	1-Cyclohexyl-4-phenylbicycloorthocarboxylate	C1CCC(CC1)C23OCC(CO2)(CO3)C4=CC=CC=C4	3.5	175723	PubChem:(175723);PubChem class - safety and toxic	67108866	275.1643	1203.889	552_1_Brassimet_Roots_Neg-POS_PAXs_19_p2577
563	1	1	2	0.0867195418921467	-201.87236778482196	0.6482412060301507	20.759900602202418	C19H12N4O3	[M - H]-	TZEXGCXFOXXFKH	InChI=1S/C19H12N4O3/c1-21-16-5-3-2-4-15(16)18-17(21)10-12(11-20)19(24)22(18)13-6-8-14(9-7-13)23(25)26/h2-10H,1H3	Indopy-1	CN1C2=CC=CC=C2C3=C1C=C(C(=O)N3C4=CC=C(C=C4)[N+](=O)[O-])C#N	2.9000001	755493	MeSH:(755493);PubChem:(755493);PubMed;PubChem class - bio and metabolites	16777286	343.0817	263.503	76_1_Brassimet_Roots_Neg-POS_PAXs_1_n153
564	1	1	1	0.08638289272903985	-377.9668642694438	0.0	29.6519731148575	C18H25N3O7	[M + H]+	NUNQIQQEEPOGDJ	InChI=1S/C18H25N3O7/c1-2-3-9-13(23)20-14-16(25)15(24)12(10-22)27-17(14)21-28-18(26)19-11-7-5-4-6-8-11/h4-8,12,14-16,22,24-25H,2-3,9-10H2,1H3,(H,19,26)(H,20,23)	[[(3r,4r,5s,6r)-4,5-Dihydroxy-6-(Hydroxymethyl)-3-(Pentanoylamino)oxan-2-Ylidene]amino] N-Phenylcarbamate	CCCCC(=O)NC1C(C(C(OC1=NOC(=O)NC2=CC=CC=C2)CO)O)O	1.10000002	11582002;25000945;24864112;73019004;87762000	COCONUT:(CNP0157901);PubChem:(11582002 25000945 24864112 73019004 87762000);PubMed;PubChem class - bio and metabolites	18874434	396.1768	68.852	1055_1_Brassimet_Roots_Neg-POS_PAXs_7_p783
565	7	1	1	0.08622582223776505	-486.4243211903506	0.018090452261306532	51.756499558407064	C24H25N5O6S	[M + H]+	NBFGZTULMMFGLF	InChI=1S/C24H25N5O6S/c1-3-20(31)15-35-21-10-7-17(8-11-21)26-27-19-9-12-23(24(14-19)25-16(2)30)29-28-18-5-4-6-22(13-18)36(32,33)34/h4-14,20,31H,3,15H2,1-2H3,(H,25,30)(H,32,33,34)	null	CCC(COC1=CC=C(C=C1)N=NC2=CC(=C(C=C2)N=NC3=CC(=CC=C3)S(=O)(=O)O)NC(=O)C)O	3.5999999	44144886	PubChem:(44144886);NORMAN:(NS00008443)	262146	512.1589	275.492	1092_1_Brassimet_Roots_Neg-POS_PAXs_8_p2186
566	1	1	2	N/A	-391.464500360157	0.7693467336683418	14.223229899930093	C15H18N2O5	[M - H]-	XBJBLALDXSAKCQ	InChI=1S/C15H18N2O5/c1-10(18)17-13(15(21)16-8-7-14(19)20)9-11-3-5-12(22-2)6-4-11/h3-6,9H,7-8H2,1-2H3,(H,16,21)(H,17,18)(H,19,20)	3-[[(E)-2-acetamido-3-(4-methoxyphenyl)prop-2-enoyl]amino]propanoate	CC(=O)NC(=CC1=CC=C(C=C1)OC)C(=O)NCCC(=O)O	0.5	1916195;1916196;3075195;6449056	PubChem:(1916195 1916196 3075195 6449056);PubChem class - safety and toxic	67108866	305.1144	270.068	86_1_Brassimet_Roots_Neg-POS_PAXs_1_n182
567	1	1	1	0.08553978899150713	-349.0423256443825	0.9623115577889447	49.65523385990511	C15H19NO7	[M + H]+	GVWDSUNSMCEEJG	InChI=1S/C15H19NO7/c1-7-2-3-8(9(4-16)11(7)18)6-22-15-14(21)13(20)12(19)10(5-17)23-15/h2-3,10,12-15,17-21H,5-6H2,1H3	null	CC1=C(C(=C(C=C1)COC2C(C(C(C(O2)CO)O)O)O)C#N)O	-0.568310261	56957984	COCONUT:(CNP0258647);Natural Products:(UNPD224812);PubChem:(56957984)	2129922	326.1234	447.643	337_1_Brassimet_Roots_Neg-POS_PAXs_14_p1414
568	1	1	1	0.08543168105597403	-202.86440506074052	0.9999999999999999	86.33576361903414	C10H8N4O4	[M + H]+	NMTBSNPBIGRZBL	InChI=1S/C10H8N4O4/c1-7-11-10(14(17)18)6-12(7)8-2-4-9(5-3-8)13(15)16/h2-6H,1H3	Altimol	CC1=NC(=CN1C2=CC=C(C=C2)[N+](=O)[O-])[N+](=O)[O-]	2.0999999	71900	NORMAN:(NS00004018);PubChem:(71900);CHEBI:(135009);additional;MeSH:(71900);PubChem class - safety and toxic;PubMed	67895398	249.0609	218.099	969_1_Brassimet_Roots_Neg-POS_PAXs_5_p1359
569	1	1	1	0.08506982074987172	-567.7674682361742	0.9180904522613066	20.556464146969212	C16H19NO7S	[M + H]+	OAZAJOMBGGJIBB	InChI=1S/C16H19NO7S/c1-9-6-12(19)15-14(24-9)7-13(23-3)11(16(15)20)8-25(21,22)5-4-17-10(2)18/h6-7,20H,4-5,8H2,1-3H3,(H,17,18)	N-[2-[(5-hydroxy-7-methoxy-2-methyl-4-oxochromen-6-yl)methylsulfonyl]ethyl]acetamide	CC1=CC(=O)C2=C(C(=C(C=C2O1)OC)CS(=O)(=O)CCNC(=O)C)O	0.600000024	11726571	COCONUT:(CNP0290560);KNApSAcK:(31667);Natural Products:(UNPD189758);PubChem:(11726571);SuperNatural:(SN00246672)	3178514	370.0958	327.495	134_1_Brassimet_Roots_Neg-POS_PAXs_10_p2263
570	1	1	1	0.08491556432099225	-224.13405532220003	0.9999999999999999	92.42937337660675	C22H46O5	[M + H]+	OARYCGKAYBBHAM	InChI=1S/C22H46O5/c1-2-3-4-5-6-7-8-9-10-11-12-13-15-24-17-19-26-21-22-27-20-18-25-16-14-23/h23H,2-22H2,1H3	Tetradecyltetraglycol	CCCCCCCCCCCCCCOCCOCCOCCOCCO	5.21011734	4649131	PubChem:(4649131);PubChem class - safety and toxic	67108866	391.3419	1446.352	584_1_Brassimet_Roots_Neg-POS_PAXs_19_p680
571	1	1	1	0.0846592149459959	-128.3273218065443	0.9894472361809047	94.00783630023837	C20H18O4	[M + H]+	LVUGIAPKIURDNR	InChI=1S/C20H18O4/c1-23-17-12-16(13-6-4-3-5-7-13)20(24-2)19(22)18(17)14-8-10-15(21)11-9-14/h3-12,21-22H,1-2H3	4''-Deoxyterphenyllin	COC1=C(C(=C(C(=C1)C2=CC=CC=C2)OC)O)C3=CC=C(C=C3)O	4.4000001	57345621	COCONUT:(CNP0215161);Natural Products:(UNPD142738);PubChem:(57345621);SuperNatural:(SN00330048);CHEBI:(67535);PubMed	3178594	323.1274	312.356	101_1_Brassimet_Roots_Neg-POS_PAXs_10_p2307
572	6	1	1	0.08412269533835355	-503.5955334943936	0.031658291457286436	63.26913974565892	C24H32N4O8	[M + K]+	XSNVNUSUAQVMLQ	InChI=1S/C24H32N4O8/c1-31-17-11-15(12-18(32-2)21(17)35-5)24(25,30)28-9-7-27(8-10-28)23(29)26-16-13-19(33-3)22(36-6)20(14-16)34-4/h7,9,11-14,30H,8,10,25H2,1-6H3,(H,26,29)	N,N''-Bis(3,4,5-trimethoxyphenyl)-1,4-piperazinedicarboxamide	COC1=CC(=CC(=C1OC)OC)C(N)(N2CCN(C=C2)C(=O)NC3=CC(=C(C(=C3)OC)OC)OC)O	0.899999976	3051893	PubChem:(3051893);PubChem class - safety and toxic	67108866	543.1836	312.291	1182_1_Brassimet_Roots_Neg-POS_PAXs_9_p482
573	1	1	4	0.08393676750636574	-220.87436460026856	0.30502512562814066	18.219926870432086	C17H34N4O10	[M + Na]+	FNBQIDOUCINBIA	InChI=1S/C17H34N4O10/c18-2-6-10(24)13(27)17(28-6)31-15-9(23)4(19)1-5(20)14(15)30-16-8(21)12(26)11(25)7(3-22)29-16/h4-17,22-27H,1-3,18-21H2	(1r,2r,3s,4r,6s)-4,6-Diamino-2-[(5-Amino-5-Deoxy-Beta-D-Ribofuranosyl)oxy]-3-Hydroxycyclohexyl 2-Amino-2-Deoxy-Alpha-D-Glucopyranoside	C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)O)N)OC3C(C(C(O3)CN)O)O)O)N	-6.30000019	16750529;25262545;57484181;57648864;68204444;73321363;71017317;118564329;118213733;135228069	PubChem:(16750529 25262545 57484181 57648864 68204444 73321363 71017317 118564329 118213733 135228069);PubMed;PubChem class - bio and metabolites	16777282	477.2172	1126.687	550_1_Brassimet_Roots_Neg-POS_PAXs_19_p2071
574	1	1	1	0.08362990475267089	-131.05568584381186	0.9999999999999999	84.54164161701743	C15H22O2	[M + H]+	ACBFYIBCRVWZCU	InChI=1S/C15H22O2/c1-8(2)11-6-5-9(3)13-12(16)7-10(4)15(17)14(11)13/h7-8,11,14-15,17H,5-6H2,1-4H3	null	CC1=C2C(C(CC1)C(C)C)C(C(=CC2=O)C)O	2.0999999	46848156	COCONUT:(CNP0279155);Natural Products:(UNPD64730 UNPD3241);PubChem:(46848156);SuperNatural:(SN00324253 SN00359550)	3178498	235.1693	681.454	442_1_Brassimet_Roots_Neg-POS_PAXs_16_p1727
575	1	1	2	N/A	-368.976549476744	0.7512562814070352	30.030910686056245	C16H18N2O6S	[M - H]-	JAMKKHBARFOEDV	InChI=1S/C16H18N2O6S/c1-18(2)25(21,22)14-7-5-12(6-8-14)16(20)24-11-15(19)17-10-13-4-3-9-23-13/h3-9H,10-11H2,1-2H3,(H,17,19)	Oprea1_559758	CN(C)S(=O)(=O)C1=CC=C(C=C1)C(=O)OCC(=O)NCC2=CC=CO2	0.899999976	2428192	PubChem:(2428192);PubMed;CHEBI:(109004)	98	365.0825	243.382	50_1_Brassimet_Roots_Neg-POS_PAXs_1_n1082
576	1	1	1	0.08179693741682648	-126.83441703566868	0.9974874371859296	23.62787333120445	C16H35NO2	[M + H]+	NKFNBVMJTSYZDV	InChI=1S/C16H35NO2/c1-2-3-4-5-6-7-8-9-10-11-12-17(13-15-18)14-16-19/h18-19H,2-16H2,1H3	Lauryldiethanolamine	CCCCCCCCCCCCN(CCO)CCO	4.5	352309;21224599	NORMAN:(NS00047598);PubChem class - safety and toxic;Training Set;PubChem:(352309 21224599);PubMed	67387458	274.2741	813.398	495_1_Brassimet_Roots_Neg-POS_PAXs_17_p815
577	10	1	1	0.08140026247329708	-185.32660689384883	0.008542713567839196	13.858033397941071	C28H24O7	[M + H]+	RUHIRPPZKBEXMI	InChI=1S/C28H24O7/c1-15-12-21-25(18(13-22(29)34-21)16-8-6-5-7-9-16)28-24(15)19(14-23(30)35-28)17-10-11-20(31-2)27(33-4)26(17)32-3/h5-13,19H,14H2,1-4H3	null	CC1=CC2=C(C(=CC(=O)O2)C3=CC=CC=C3)C4=C1C(CC(=O)O4)C5=C(C(=C(C=C5)OC)OC)OC	4.5	110206537;124879326;124879325	PubChem:(110206537 124879326 124879325);COCONUT:(CNP0222890)	2097154	473.1619	188.167	802_1_Brassimet_Roots_Neg-POS_PAXs_23_p2167
578	1	1	1	0.08137031096731744	-225.6923907685542	0.9999999999999999	37.233511202439686	C13H12N2O2S2	[M + H]+	DQZVRFYALJGUCL	InChI=1S/C13H12N2O2S2/c16-19(17,12-9-5-2-6-10-12)15-13(18)14-11-7-3-1-4-8-11/h1-10H,(H2,14,15,18)	Oprea1_691280	C1=CC=C(C=C1)NC(=S)NS(=O)(=O)C2=CC=CC=C2	2.91416264	726366	COCONUT:(CNP0031347);PubChem class - safety and toxic;PubChem:(726366);SuperNatural:(SN00131671);ZINC bio:(ZINC05421550)	70262786	293.0416	264.613	1080_1_Brassimet_Roots_Neg-POS_PAXs_7_p1000
579	1	1	5	N/A	-497.7956533095791	0.4160804020100503	17.79939343060365	C24H36N6O2	[M + H]+	HNQWBEHXAJTWHA	InChI=1S/C24H36N6O2/c1-15(2)20-10-18(11-22-27-28-24(32-22)21-12-26-14-29(21)4)16(3)9-19(20)13-30-7-5-17(6-8-30)23(25)31/h9,12,14-15,17-20H,5-8,10-11,13H2,1-4H3,(H2,25,31)	null	CC1=CC(C(CC1CC2=NN=C(O2)C3=CN=CN3C)C(C)C)CN4CCC(CC4)C(=O)N	2.0	45784099	COCONUT:(CNP0039396 CNP0257433);PubChem:(45784099);SuperNatural:(SN00032227);ZINC bio:(ZINC35442746)	3153922	441.2978	1552.892	693_1_Brassimet_Roots_Neg-POS_PAXs_20_p403
580	1	1	1	0.08059886884840013	-293.2088963264411	0.0	95.21847255941182	C15H25NO7	[M + H]+	IFYVAPPYWOMVDP	InChI=1S/C15H25NO7/c1-10(17)21-8-6-7-16-14(20)13(23-12(3)19)15(4,5)9-22-11(2)18/h13H,6-9H2,1-5H3,(H,16,20)	Panthenol triacetate	CC(=O)OCCCNC(=O)C(C(C)(C)COC(=O)C)OC(=O)C	0.800000012	9797624;11681493;76971749	PubChem:(9797624 11681493 76971749);NORMAN:(NS00063950)	262146	332.1703	369.912	206_1_Brassimet_Roots_Neg-POS_PAXs_12_p2224
581	1	1	1	0.07986123843806074	-78.64418543777182	0.9407035175879398	126.42682748595857	C18H28O4	[M + H]+	WTLVYAWQAPUBFY	InChI=1S/C18H28O4/c1-2-3-4-6-11-16(19)13-9-10-14-17(20)12-7-5-8-15-18(21)22/h9-10,13-14H,2-8,11-12,15H2,1H3,(H,21,22)	Ostopanic acid	CCCCCCC(=O)C=CC=CC(=O)CCCCCC(=O)O	3.70000005	159329;6440816	COCONUT:(CNP0151058);KNApSAcK:(30901);Natural Products:(UNPD180593);PubChem:(159329 6440816);SuperNatural:(SN00351102);MeSH:(159329 6440816);PubMed	3178582	309.2059	592.09	397_1_Brassimet_Roots_Neg-POS_PAXs_15_p1773
582	3	1	1	0.07962912866426683	-452.88910078269083	0.016582914572864323	68.99141912508844	C15H21NO4S2	[M + H]+	RTEPAFLPRWPVOF	InChI=1S/C15H21NO4S2/c1-15(2)12(14(19)20)16-13(22-15)10(8-17)11(18)6-5-9-4-3-7-21-9/h3-4,7-8,10-13,16,18H,5-6H2,1-2H3,(H,19,20)	null	CC1(C(NC(S1)C(C=O)C(CCC2=CC=CS2)O)C(=O)O)C	-0.800000012	137349901	PubChem:(137349901);PubChem class - bio and metabolites	16777218	344.0965	303.083	1154_1_Brassimet_Roots_Neg-POS_PAXs_9_p1314
583	1	1	1	0.07954428656097673	-122.68303935951955	0.9512562814070352	13.470842920131105	C36H68O10	[M + Na]+	JJVDNOQGUHKXKF	InChI=1S/C36H68O10/c1-3-5-7-9-11-13-15-17-18-20-22-24-31(38)43-27-29(28-44-36-35(42)34(41)33(40)30(26-37)46-36)45-32(39)25-23-21-19-16-14-12-10-8-6-4-2/h29-30,33-37,40-42H,3-28H2,1-2H3	null	CCCCCCCCCCCCCC(=O)OCC(COC1C(C(C(C(O1)CO)O)O)O)OC(=O)CCCCCCCCCCCC	9.69999981	25134262;45490017;74391561;134741178	PubChem:(25134262 45490017 74391561 134741178);PubChem class - bio and metabolites	16777218	683.4705	741.974	467_1_Brassimet_Roots_Neg-POS_PAXs_17_p2608
584	1	1	1	0.07910313342434025	-346.473280204368	0.9999999999999999	94.43789130793763	C18H28O3S	[M + H]+	ATTZFSUZZUNHBP	InChI=1S/C18H28O3S/c1-3-4-5-6-7-8-11-22(19)15(2)12-16-9-10-17-18(13-16)21-14-20-17/h9-10,13,15H,3-8,11-12,14H2,1-2H3	Sulfoxyl	CCCCCCCCS(=O)C(C)CC1=CC2=C(C=C1)OCO2	4.80000019	8442;69214953;76972113;76972114;76972115;76972116	additional;HSDB:(120-62-7);MeSH:(8442);PubMed;NORMAN:(NS00021566);COCONUT:(CNP0077205);KNApSAcK:(49313);PubChem:(8442 69214953 76972113 76972114 76972115 76972116);CHEBI:(82267);PubChem class - bio and metabolites;KEGG:(C19147);PubChem class - safety and toxic;Training Set;PubChem class - drug	120341366	325.1835	398.545	252_1_Brassimet_Roots_Neg-POS_PAXs_13_p2446
585	1	1	2	N/A	-439.7185119883909	0.5809045226130654	78.94015419579391	C15H20N6O5S	[M + H]+	XQCQSVQZQVSOQM	InChI=1S/C15H20N6O5S/c1-27(3-2-10(16)15(24)25)6-9(4-22)26-11(5-23)21-8-20-12-13(17)18-7-19-14(12)21/h4-5,7-11H,2-3,6,16H2,1H3,(H2-,17,18,19,24,25)/p+1	S-Adenosylmethionine-2'',3''-dialdehyde	C[S+](CCC(C(=O)O)N)CC(C=O)OC(C=O)N1C=NC2=C(N=CN=C21)N	-3.70000005	191876	PubChem:(191876);MeSH:(191876)	6	397.1259	373.507	213_1_Brassimet_Roots_Neg-POS_PAXs_12_p2756
